barcode,cat_code,cat_desc,rng_code,rng_desc,sku_code,sku_desc,lifecycle_desc,contents_unit,contents_value,physical_height,physical_length,physical_width,physical_unit,weight_unit,weight_value
112590270, 10, FACIAL SKIN CARE/1, 100,VITAMIN C,0000000000010,VIT.C2 SKIN BOOST 60ML,UNKNOWN,,,2,2,2,Centimeter,Grams,196
1010000008,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000010,VIT.C SKIN BOOST 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,98
101000008,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000010,VIT.C SKIN BOOST 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,98
2000000000046,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000010,VIT.C SKIN BOOST 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,98
5028197245917,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000010,VIT.C SKIN BOOST 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,98
5028197290092,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000010,VIT.C SKIN BOOST 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,98
126000017,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000009,NEW WHITE MUSK LUXURY SOAP 100GR,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,100
2000000004839,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000009,NEW WHITE MUSK LUXURY SOAP 100GR,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,100
5028197253066,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000009,NEW WHITE MUSK LUXURY SOAP 100GR,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,100
111060000,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000011,ALOE VERA ANTI-PERSPIRANT DEODORANT 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,87
2000000000039,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000011,ALOE VERA ANTI-PERSPIRANT DEODORANT 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,87
5028197258542,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000011,ALOE VERA ANTI-PERSPIRANT DEODORANT 50ML,OBSOLETE ARTICLES,ML,50.000,1,1,1,Centimeter,Grams,87
101000016,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000012,VIT.C INTENS NIGHT TREAT 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,17
2000000000060,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000012,VIT.C INTENS NIGHT TREAT 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,17
5028197246143,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000012,VIT.C INTENS NIGHT TREAT 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,17
111060018,23,BODY CARE/25,261,ALOE VERA,0000000000013,NEW ALOE ANTI-PERSPIRANT DEODORANT 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,11,4,4,Centimeter,Grams,79
2000000000077,23,BODY CARE/25,261,ALOE VERA,0000000000013,NEW ALOE ANTI-PERSPIRANT DEODORANT 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,11,4,4,Centimeter,Grams,79
5028197257934,23,BODY CARE/25,261,ALOE VERA,0000000000013,NEW ALOE ANTI-PERSPIRANT DEODORANT 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,11,4,4,Centimeter,Grams,79
5028197431198,23,BODY CARE/25,261,ALOE VERA,0000000000013,NEW ALOE ANTI-PERSPIRANT DEODORANT 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,11,4,4,Centimeter,Grams,79
126000025,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000014,NEW WHITE MUSK BATH & SHOWER GEL 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
2000000000084,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000014,NEW WHITE MUSK BATH & SHOWER GEL 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
5028197373658,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000014,NEW WHITE MUSK BATH & SHOWER GEL 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
101000024,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000015,VIT.C SPF15 DAILY MOIST 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,73
2000000000091,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000015,VIT.C SPF15 DAILY MOIST 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,73
5028197137021,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000015,VIT.C SPF15 DAILY MOIST 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,73
5028197246747,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000015,VIT.C SPF15 DAILY MOIST 50ML,UNKNOWN,,,1,1,1,Centimeter,Grams,73
0,23,BODY CARE/25,261,ALOE VERA,0000000000016,ALOE CARING BODY BALM 200ML,OLD PRODUCT NO STOCK,ML,200.000,1,1,1,Centimeter,Grams,259
111060026,23,BODY CARE/25,261,ALOE VERA,0000000000016,ALOE CARING BODY BALM 200ML,OLD PRODUCT NO STOCK,ML,200.000,1,1,1,Centimeter,Grams,259
2000000000107,23,BODY CARE/25,261,ALOE VERA,0000000000016,ALOE CARING BODY BALM 200ML,OLD PRODUCT NO STOCK,ML,200.000,1,1,1,Centimeter,Grams,259
5028197257606,23,BODY CARE/25,261,ALOE VERA,0000000000016,ALOE CARING BODY BALM 200ML,OLD PRODUCT NO STOCK,ML,200.000,1,1,1,Centimeter,Grams,259
126000033,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000017,NEW WHITE MUSK BODY LOTION 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
2000000000114,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000017,NEW WHITE MUSK BODY LOTION 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
5028197253004,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000017,NEW WHITE MUSK BODY LOTION 200ML,OBSOLETE ARTICLES,ML,200.000,1,1,1,Centimeter,Grams,1
111060034,23,BODY CARE/25,261,ALOE VERA,0000000000018,ALOE COOLING BODY GEL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
2000000000121,23,BODY CARE/25,261,ALOE VERA,0000000000018,ALOE COOLING BODY GEL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
5028197257903,23,BODY CARE/25,261,ALOE VERA,0000000000018,ALOE COOLING BODY GEL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
101000032,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000019,VIT.C FACE POLISH 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,120
2000000000138,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000019,VIT.C FACE POLISH 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,120
5028197246846,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000019,VIT.C FACE POLISH 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,120
5028197249946,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000019,VIT.C FACE POLISH 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,120
126000041,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000020,NEW WHITE MUSK TALC 100G,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,133
2000000000145,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000020,NEW WHITE MUSK TALC 100G,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,133
5028197253073,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000020,NEW WHITE MUSK TALC 100G,OBSOLETE ARTICLES,G,100.000,1,1,1,Centimeter,Grams,133
111060042,23,BODY CARE/25,261,ALOE VERA,0000000000022,ALOE CALMING BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,1,1,1,Centimeter,Grams,292
2000000000152,23,BODY CARE/25,261,ALOE VERA,0000000000022,ALOE CALMING BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,1,1,1,Centimeter,Grams,292
5028197257781,23,BODY CARE/25,261,ALOE VERA,0000000000022,ALOE CALMING BODY LOTION 250ML,OLD PRODUCT NO STOCK,ML,250.000,1,1,1,Centimeter,Grams,292
101000040,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000021,VIT.C FACIAL SPRITZ 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,107
2000000000169,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000021,VIT.C FACIAL SPRITZ 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,107
5028197246686,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000021,VIT.C FACIAL SPRITZ 100ML,UNKNOWN,,,1,1,1,Centimeter,Grams,107
126000059,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000024,NEW WHITE MUSK BODY SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,111
2000000000176,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000024,NEW WHITE MUSK BODY SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,111
5028197253042,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000024,NEW WHITE MUSK BODY SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,111
130180003,25,MAKE UP/27,018,ACCESSORIES,0000000000025,DIVA BRUSH RETRACTABLE LIP,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
2000000000183,25,MAKE UP/27,018,ACCESSORIES,0000000000025,DIVA BRUSH RETRACTABLE LIP,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
50029334,25,MAKE UP/27,018,ACCESSORIES,0000000000025,DIVA BRUSH RETRACTABLE LIP,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
111060050,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000027,ALOE GENTLE SHOWER CREAM 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
2000000000190,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000027,ALOE GENTLE SHOWER CREAM 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
5028197257507,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000027,ALOE GENTLE SHOWER CREAM 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
101000066,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000026,VIT.C EYE REVIVER 15ML,UNKNOWN,,,9,3,3,Centimeter,Grams,57
2000000000206,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000026,VIT.C EYE REVIVER 15ML,UNKNOWN,,,9,3,3,Centimeter,Grams,57
5028197246754,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000026,VIT.C EYE REVIVER 15ML,UNKNOWN,,,9,3,3,Centimeter,Grams,57
111060068,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000030,ALOE COMFORTING BATH OIL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
2000000000213,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000030,ALOE COMFORTING BATH OIL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
5028197257521,24,BATH AND SHOWER/26,261,ALOE VERA,0000000000030,ALOE COMFORTING BATH OIL 250ML,OBSOLETE ARTICLES,ML,250.000,1,1,1,Centimeter,Grams,275
126000067,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000028,NEW WHITE MUSK EAU DE TOILETTE 60ML,UNKNOWN,,,1,1,1,Centimeter,Grams,160
2000000000220,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000028,NEW WHITE MUSK EAU DE TOILETTE 60ML,UNKNOWN,,,1,1,1,Centimeter,Grams,160
5028197245610,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000028,NEW WHITE MUSK EAU DE TOILETTE 60ML,UNKNOWN,,,1,1,1,Centimeter,Grams,160
50541980,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000028,NEW WHITE MUSK EAU DE TOILETTE 60ML,UNKNOWN,,,1,1,1,Centimeter,Grams,160
101000074,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000029,VIT.C PLUS TIME RELEASE CAPSULES 28PCS,UNKNOWN,,,1,1,1,Centimeter,Grams,127
2000000000237,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000029,VIT.C PLUS TIME RELEASE CAPSULES 28PCS,UNKNOWN,,,1,1,1,Centimeter,Grams,127
5028197247416,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000029,VIT.C PLUS TIME RELEASE CAPSULES 28PCS,UNKNOWN,,,1,1,1,Centimeter,Grams,127
5028197752446,10,FACIAL SKIN CARE/1,100,VITAMIN C,0000000000029,VIT.C PLUS TIME RELEASE CAPSULES 28PCS,UNKNOWN,,,1,1,1,Centimeter,Grams,127
112000005,19,CELEBRATIONS/10,011,BATH & BODY,0000000000033,OLIVE BODY SCRUB 50ML,OBSOLETE ARTICLES,ML,50.000,4,6,6,Centimeter,Grams,69
2000000000244,19,CELEBRATIONS/10,011,BATH & BODY,0000000000033,OLIVE BODY SCRUB 50ML,OBSOLETE ARTICLES,ML,50.000,4,6,6,Centimeter,Grams,69
5028197336776,19,CELEBRATIONS/10,011,BATH & BODY,0000000000033,OLIVE BODY SCRUB 50ML,OBSOLETE ARTICLES,ML,50.000,4,6,6,Centimeter,Grams,69
5028197347918,19,CELEBRATIONS/10,011,BATH & BODY,0000000000033,OLIVE BODY SCRUB 50ML,OBSOLETE ARTICLES,ML,50.000,4,6,6,Centimeter,Grams,69
101010007,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
10101007,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
2000000000251,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
5028197198145,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
5028197264253,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
5028197563158,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
5028197689148,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
5028197944193,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000034,NEW VIT.E MOIST CREAM 50ML,DISCON PRODUCT NON ORDERABLE,ML,50.000,4,7,7,Centimeter,Grams,71
130180011,25,MAKE UP/27,406,ACCESSORIES,0000000000032,DIVA BRUSH RETRACTABLE BLUSHER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,20
2000000000268,25,MAKE UP/27,406,ACCESSORIES,0000000000032,DIVA BRUSH RETRACTABLE BLUSHER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,20
50029136,25,MAKE UP/27,406,ACCESSORIES,0000000000032,DIVA BRUSH RETRACTABLE BLUSHER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,20
126000075,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000035,NEW WHITE MUSK EAU DE PARFUM 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,95
2000000000275,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000035,NEW WHITE MUSK EAU DE PARFUM 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,95
5028197245528,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000035,NEW WHITE MUSK EAU DE PARFUM 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,95
50541065,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000035,NEW WHITE MUSK EAU DE PARFUM 30ML,UNKNOWN,,,1,1,1,Centimeter,Grams,95
112000013,23,BODY CARE/25,200,OLIVE,0000000000036,OLIVE DRY OIL MIST 100ML,OLD PRODUCT NO STOCK,ML,100.000,7,2,2,Centimeter,Grams,21
2000000000282,23,BODY CARE/25,200,OLIVE,0000000000036,OLIVE DRY OIL MIST 100ML,OLD PRODUCT NO STOCK,ML,100.000,7,2,2,Centimeter,Grams,21
5028197287351,23,BODY CARE/25,200,OLIVE,0000000000036,OLIVE DRY OIL MIST 100ML,OLD PRODUCT NO STOCK,ML,100.000,7,2,2,Centimeter,Grams,21
5028197293895,23,BODY CARE/25,200,OLIVE,0000000000036,OLIVE DRY OIL MIST 100ML,OLD PRODUCT NO STOCK,ML,100.000,7,2,2,Centimeter,Grams,21
101010015,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
2000000000299,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
5028197010485,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
5028197201913,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
5028197264307,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
5028197563165,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
5028197930219,19,CELEBRATIONS/10,010,FACIAL SKIN CARE,0000000000037,VITAMIN E MOISTURE CREAM 15ML,DISCON PRODUCT NON ORDERABLE,ML,15.000,4,4,4,Centimeter,Grams,35
126000083,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000038,NEW WHITE MUSK PERFUME OIL 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
2000000000305,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000038,NEW WHITE MUSK PERFUME OIL 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
50541553,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000038,NEW WHITE MUSK PERFUME OIL 30ML,OBSOLETE ARTICLES,ML,30.000,1,1,1,Centimeter,Grams,1
112000021,23,BODY CARE/25,200,OLIVE,0000000000041,NEW OLIVE BODY BUTTER 200ML,OLD PRODUCT NO STOCK,ML,200.000,5,11,11,Centimeter,Grams,241
2000000000329,23,BODY CARE/25,200,OLIVE,0000000000041,NEW OLIVE BODY BUTTER 200ML,OLD PRODUCT NO STOCK,ML,200.000,5,11,11,Centimeter,Grams,241
5028197285500,23,BODY CARE/25,200,OLIVE,0000000000041,NEW OLIVE BODY BUTTER 200ML,OLD PRODUCT NO STOCK,ML,200.000,5,11,11,Centimeter,Grams,241
5028197853266,23,BODY CARE/25,200,OLIVE,0000000000041,NEW OLIVE BODY BUTTER 200ML,OLD PRODUCT NO STOCK,ML,200.000,5,11,11,Centimeter,Grams,241
130180029,25,MAKE UP/27,018,ACCESSORIES,0000000000040,DIVA BRUSH SMUDGER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
2000000000312,25,MAKE UP/27,018,ACCESSORIES,0000000000040,DIVA BRUSH SMUDGER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
50028634,25,MAKE UP/27,018,ACCESSORIES,0000000000040,DIVA BRUSH SMUDGER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
101010023,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000042,VIT.E LIP CARE SFP 15 4.40G,OLD PRODUCT NO STOCK,G,4.200,2,7,2,Centimeter,Grams,10
2000000000336,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000042,VIT.E LIP CARE SFP 15 4.40G,OLD PRODUCT NO STOCK,G,4.200,2,7,2,Centimeter,Grams,10
5028197148881,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000042,VIT.E LIP CARE SFP 15 4.40G,OLD PRODUCT NO STOCK,G,4.200,2,7,2,Centimeter,Grams,10
5028197199425,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000042,VIT.E LIP CARE SFP 15 4.40G,OLD PRODUCT NO STOCK,G,4.200,2,7,2,Centimeter,Grams,10
130180037,25,MAKE UP/27,018,ACCESSORIES,0000000000044,DIVA BRUSH EYESHADOW BLENDER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
2000000000350,25,MAKE UP/27,018,ACCESSORIES,0000000000044,DIVA BRUSH EYESHADOW BLENDER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
50525638,25,MAKE UP/27,018,ACCESSORIES,0000000000044,DIVA BRUSH EYESHADOW BLENDER,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,1
126000091,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000043,NEW WHITE MUSK MOISTURE SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,1
2000000000367,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000043,NEW WHITE MUSK MOISTURE SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,1
5028197373481,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000043,NEW WHITE MUSK MOISTURE SPRAY 100ML,OBSOLETE ARTICLES,ML,100.000,1,1,1,Centimeter,Grams,1
112000039,19,CELEBRATIONS/10,011,BATH & BODY,0000000000046,OLIVE BODY BUTTER 50ML,OLD PRODUCT NO STOCK,ML,50.000,3,8,8,Centimeter,Grams,70
2000000000374,19,CELEBRATIONS/10,011,BATH & BODY,0000000000046,OLIVE BODY BUTTER 50ML,OLD PRODUCT NO STOCK,ML,50.000,3,8,8,Centimeter,Grams,70
5028197299668,19,CELEBRATIONS/10,011,BATH & BODY,0000000000046,OLIVE BODY BUTTER 50ML,OLD PRODUCT NO STOCK,ML,50.000,3,8,8,Centimeter,Grams,70
5028197348588,19,CELEBRATIONS/10,011,BATH & BODY,0000000000046,OLIVE BODY BUTTER 50ML,OLD PRODUCT NO STOCK,ML,50.000,3,8,8,Centimeter,Grams,70
5028197853365,19,CELEBRATIONS/10,011,BATH & BODY,0000000000046,OLIVE BODY BUTTER 50ML,OLD PRODUCT NO STOCK,ML,50.000,3,8,8,Centimeter,Grams,70
130180045,25,MAKE UP/27,018,ACCESSORIES,0000000000049,DIVA EYESHADOW BRUSH,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,37
2000000000381,25,MAKE UP/27,018,ACCESSORIES,0000000000049,DIVA EYESHADOW BRUSH,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,37
50525621,25,MAKE UP/27,018,ACCESSORIES,0000000000049,DIVA EYESHADOW BRUSH,OLD PRODUCT NO STOCK,#,0.000,1,1,1,Centimeter,Grams,37
126000108,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000048,NEW WHITE MUSK BATH & SHOWER GEL 500ML,OBSOLETE ARTICLES,ML,500.000,1,1,1,Centimeter,Grams,570
2000000000398,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000048,NEW WHITE MUSK BATH & SHOWER GEL 500ML,OBSOLETE ARTICLES,ML,500.000,1,1,1,Centimeter,Grams,570
5028197252960,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000048,NEW WHITE MUSK BATH & SHOWER GEL 500ML,OBSOLETE ARTICLES,ML,500.000,1,1,1,Centimeter,Grams,570
101010031,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000047,VIT.E CREAMY NECK GEL 30ML,OLD PRODUCT NO STOCK,ML,30.000,1,1,1,Centimeter,Grams,407
2000000000404,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000047,VIT.E CREAMY NECK GEL 30ML,OLD PRODUCT NO STOCK,ML,30.000,1,1,1,Centimeter,Grams,407
5028197199753,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000047,VIT.E CREAMY NECK GEL 30ML,OLD PRODUCT NO STOCK,ML,30.000,1,1,1,Centimeter,Grams,407
5028197304706,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000047,VIT.E CREAMY NECK GEL 30ML,OLD PRODUCT NO STOCK,ML,30.000,1,1,1,Centimeter,Grams,407
5028197831509,10,FACIAL SKIN CARE/1,101,VITAMIN E,0000000000047,VIT.E CREAMY NECK GEL 30ML,OLD PRODUCT NO STOCK,ML,30.000,1,1,1,Centimeter,Grams,407
130180053,25,MAKE UP/27,018,ACCESSORIES,0000000000051,DIVA SLANTED BRUSH,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000000411,25,MAKE UP/27,018,ACCESSORIES,0000000000051,DIVA SLANTED BRUSH,UNKNOWN,,,1,1,1,Centimeter,Grams,1
50525591,25,MAKE UP/27,018,ACCESSORIES,0000000000051,DIVA SLANTED BRUSH,UNKNOWN,,,1,1,1,Centimeter,Grams,1
2000000044934,25,MAKE UP/27,018,ACCESSORIES,0000000000051,DIVA SLANTED BRUSH,UNKNOWN,,,1,1,1,Centimeter,Grams,1
126000116,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000052,NEW WHITE MUSK BODY LOTION 500ML,OBSOLETE ARTICLES,ML,500.000,1,1,1,Centimeter,Grams,567
2000000000428,12,WOMENS FRAGRANCE/3,600,WHITE MUSK,0000000000052,NEW WHITE MUSK BODY LOTION 500ML,OBSOLETE ARTICLES,ML,500.000,1,1,1,Centimeter,Grams,567
