TRX_ID,JRSTORE,JRREGNUM,JRDATE,JRTIME,JRCASHIER,JRCUST
36954703,65114,001,2015-02-28 00:00:00.000000000,19:20,14480,1830497
36954705,65114,001,2015-02-28 00:00:00.000000000,21:04,14480,0
36954864,65127,001,2015-02-28 00:00:00.000000000,11:29,03706,283694
36954865,65127,001,2015-02-28 00:00:00.000000000,12:45,03706,0
36954868,65127,001,2015-02-28 00:00:00.000000000,15:43,03706,675007
36954869,65127,001,2015-02-28 00:00:00.000000000,17:33,07222,2044117
36954870,65127,001,2015-02-28 00:00:00.000000000,19:26,07222,1977989
36955007,65127,001,2015-02-28 00:00:00.000000000,20:56,07222,1815586
36955008,651271,002,2015-02-28 00:00:00.000000000,11:49,03706,2044309
36955009,651271,002,2015-02-28 00:00:00.000000000,12:29,03706,1950092
36955010,651271,002,2015-02-28 00:00:00.000000000,12:33,03706,1851725
36955011,651271,002,2015-02-28 00:00:00.000000000,12:59,03706,0
36955012,651271,002,2015-02-28 00:00:00.000000000,15:53,03706,1887805
36955013,651271,002,2015-02-28 00:00:00.000000000,16:27,03706,957565
36955014,651271,002,2015-02-28 00:00:00.000000000,17:26,07222,2044315
36955015,651271,002,2015-02-28 00:00:00.000000000,17:46,07222,2044317
36955016,651271,002,2015-02-28 00:00:00.000000000,18:08,07222,1890772
36955017,651271,002,2015-02-28 00:00:00.000000000,18:34,07222,889391
36955019,651271,002,2015-02-28 00:00:00.000000000,18:50,07222,1759337
36955073,65127,001,2015-02-28 00:00:00.000000000,15:13,03706,26148
36955074,65127,001,2015-02-28 00:00:00.000000000,16:19,03706,1820950
36955078,65127,001,2015-02-28 00:00:00.000000000,20:03,07222,2044352
36955080,65127,001,2015-02-28 00:00:00.000000000,20:58,07222,1965922
36955176,65127,001,2015-02-28 00:00:00.000000000,21:12,07222,1904792
36955178,651271,002,2015-02-28 00:00:00.000000000,11:27,03706,2044313
36955179,651271,002,2015-02-28 00:00:00.000000000,12:02,03706,2044309
36955180,651271,002,2015-02-28 00:00:00.000000000,12:45,03706,2044314
36955182,651271,002,2015-02-28 00:00:00.000000000,14:43,03706,2044310
36955184,651271,002,2015-02-28 00:00:00.000000000,17:31,07222,1757139
36955185,651271,002,2015-02-28 00:00:00.000000000,21:21,07222,340585
36955187,651271,002,2015-02-28 00:00:00.000000000,21:32,07222,1865098
36955222,65127,001,2015-02-28 00:00:00.000000000,12:51,03706,0
36955225,65127,001,2015-02-28 00:00:00.000000000,13:04,03706,1893562
36955226,65127,001,2015-02-28 00:00:00.000000000,13:25,03706,0
36955227,65127,001,2015-02-28 00:00:00.000000000,14:55,03706,1808575
36955230,65127,001,2015-02-28 00:00:00.000000000,17:09,07222,1015256
36955232,65127,001,2015-02-28 00:00:00.000000000,18:58,07222,337435
36955283,65127,001,2015-02-28 00:00:00.000000000,14:01,03706,52975
36955285,65127,001,2015-02-28 00:00:00.000000000,15:34,03706,1898315
